Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Unit_Price,Discount,Revenue
O10284,2025-03-18 00:00:00,C1169,Laptop,Electronics,West,2,65000.0,0.05,123500.0
O10285,2025-07-07 00:00:00,C1031,Laptop,Electronics,East,2,65000.0,0.05,123500.0
O10286,2025-12-12 00:00:00,C1186,Tablet,Electronics,North,1,22000.0,0.0,22000.0
O10287,2025-09-27 00:00:00,C1161,Tablet,Electronics,South,5,22000.0,0.05,104500.0
O10288,2025-04-05 00:00:00,C1008,Tablet,Electronics,West,4,22000.0,0.0,88000.0
O10289,2025-11-06 00:00:00,C1138,Monitor,Electronics,South,3,18000.0,0.2,43200.0
O10290,2025-05-12 00:00:00,C1009,Mouse,Accessories,West,2,1200.0,0.0,2400.0
O10291,2025-02-08 00:00:00,C1016,Laptop,Electronics,East,2,65000.0,0.15,110500.0
O10292,2025-03-13 00:00:00,C1067,Monitor,Electronics,East,3,18000.0,0.0,54000.0
O10293,2025-10-08 00:00:00,C1047,Tablet,Electronics,East,4,22000.0,0.2,70400.0
O10294,2025-11-29 00:00:00,C1179,Laptop,Electronics,East,4,65000.0,0.15,221000.0
O10295,2025-06-09 00:00:00,C1110,Monitor,Electronics,East,5,18000.0,0.1,81000.0
O10296,2025-07-06 00:00:00,C1152,Mouse,Accessories,South,5,1200.0,0.1,5400.0
O10297,2025-07-10 00:00:00,C1122,Monitor,Electronics,East,1,18000.0,0.0,18000.0
O10298,2025-04-30 00:00:00,C1148,Mouse,Accessories,North,2,1200.0,0.0,2400.0
O10299,2025-08-08 00:00:00,C1100,Tablet,Electronics,North,5,22000.0,0.2,88000.0
O10300,2025-02-22 00:00:00,C1101,Mouse,Accessories,South,4,1200.0,0.2,3840.0
O10301,2025-08-10 00:00:00,C1064,Laptop,Electronics,West,3,65000.0,0.05,185250.0
O10302,2025-05-11 00:00:00,C1190,Tablet,Electronics,North,4,22000.0,0.2,70400.0
O10303,2025-08-25 00:00:00,C1050,Laptop,Electronics,West,2,65000.0,0.05,123500.0
O10304,2025-09-03 00:00:00,C1035,Keyboard,Accessories,South,4,2500.0,0.15,8500.0
O10305,2025-08-14 00:00:00,C1080,Phone,Electronics,West,1,30000.0,0.0,30000.0
O10306,2025-07-27 00:00:00,C1126,Mouse,Accessories,West,2,1200.0,0.15,2040.0
O10307,2025-04-06 00:00:00,C1087,Phone,Electronics,West,3,30000.0,0.2,72000.0
O10308,2025-07-19 00:00:00,C1193,Phone,Electronics,West,1,30000.0,0.15,25500.0
O10309,2025-09-04 00:00:00,C1103,Mouse,Accessories,South,2,1200.0,0.15,2040.0
O10310,2025-03-13 00:00:00,C1014,Tablet,Electronics,North,3,22000.0,0.15,56100.0
O10311,2025-11-14 00:00:00,C1095,Keyboard,Accessories,East,1,2500.0,0.2,2000.0
O10312,2025-07-04 00:00:00,C1166,Laptop,Electronics,West,1,65000.0,0.15,55250.0
O10313,2025-01-06 00:00:00,C1122,Monitor,Electronics,North,2,18000.0,0.05,34200.0
O10314,2025-07-25 00:00:00,C1197,Laptop,Electronics,North,5,65000.0,0.2,260000.0
O10315,2025-02-01 00:00:00,C1000,Monitor,Electronics,South,1,18000.0,0.15,15300.0
O10316,2025-04-09 00:00:00,C1150,Laptop,Electronics,North,1,65000.0,0.2,52000.0
O10317,2025-09-13 00:00:00,C1121,Mouse,Accessories,South,3,1200.0,0.1,3240.0
O10318,2025-07-06 00:00:00,C1166,Keyboard,Accessories,West,4,2500.0,0.05,9500.0
O10319,2025-03-17 00:00:00,C1125,Monitor,Electronics,West,2,18000.0,0.15,30600.0
O10320,not_a_date,C1056,Tablet,Electronics,East,2,22000.0,0.1,39600.0
O10321,2025-11-11 00:00:00,C1080,Laptop,Electronics,East,5,65000.0,0.1,292500.0
O10322,2025-10-14 00:00:00,C1161,Laptop,Electronics,East,5,65000.0,0.2,260000.0
O10323,2025-12-15 00:00:00,C1168,Monitor,Electronics,North,2,18000.0,0.1,32400.0
O10324,2025-09-12 00:00:00,C1072,Tablet,Electronics,West,5,22000.0,0.05,104500.0
O10325,2025-11-21 00:00:00,C1140,Tablet,Electronics,South,3,22000.0,0.05,62700.0
O10326,2025-07-09 00:00:00,C1069,Mouse,Accessories,East,2,1200.0,0.0,2400.0
O10327,2025-11-04 00:00:00,C1005,Mouse,Accessories,South,5,1200.0,0.05,5700.0
O10328,2025-12-11 00:00:00,C1083,Mouse,Accessories,South,2,1200.0,0.1,2160.0
O10329,2025-05-07 00:00:00,C1051,Mouse,Accessories,East,4,1200.0,0.05,4560.0
O10330,2025-10-14 00:00:00,C1002,Mouse,Accessories,West,1,1200.0,0.2,960.0
O10331,2025-09-11 00:00:00,C1080,Mouse,Accessories,East,2,1200.0,0.0,2400.0
O10332,2025-08-01 00:00:00,C1062,Keyboard,Accessories,South,1,2500.0,0.1,2250.0
O10333,2025-09-07 00:00:00,C1048,Tablet,Electronics,East,5,22000.0,0.0,110000.0
O10334,2025-03-25 00:00:00,C1075,Mouse,Accessories,South,1,1200.0,0.1,1080.0
O10335,2025-01-13 00:00:00,C1111,Tablet,Electronics,South,2,22000.0,0.2,35200.0
O10336,2025-02-14 00:00:00,C1174,Tablet,Electronics,East,4,22000.0,0.0,88000.0
O10337,2025-05-07 00:00:00,C1108,Phone,Electronics,North,5,30000.0,0.15,127500.0
O10338,2025-04-24 00:00:00,C1182,Keyboard,Accessories,East,2,2500.0,0.1,4500.0
O10339,2025-10-03 00:00:00,C1191,Mouse,Accessories,North,5,1200.0,0.15,5100.0
O10340,2025-07-24 00:00:00,C1064,Laptop,Electronics,South,3,65000.0,0.0,195000.0
O10341,2025-12-03 00:00:00,C1080,Monitor,Electronics,South,1,18000.0,0.15,15300.0
O10342,2025-09-30 00:00:00,C1194,Laptop,Electronics,North,3,65000.0,0.15,165750.0
O10343,2025-02-27 00:00:00,C1014,Keyboard,Accessories,South,2,2500.0,0.0,5000.0
O10344,2025-11-24 00:00:00,C1099,Monitor,Electronics,North,4,18000.0,0.2,57600.0
O10345,2025-08-07 00:00:00,C1031,Keyboard,Accessories,North,5,2500.0,0.15,10625.0
O10346,2025-04-19 00:00:00,C1095,Tablet,Electronics,South,1,22000.0,0.15,18700.0
O10347,2025-10-06 00:00:00,C1127,Monitor,Electronics,West,5,18000.0,0.2,72000.0
O10348,2025-06-23 00:00:00,C1195,Tablet,Electronics,North,2,22000.0,0.15,37400.0
O10349,2025-11-24 00:00:00,C1145,Laptop,Electronics,East,5,65000.0,0.15,276250.0
O10350,2025-09-21 00:00:00,C1112,Laptop,Electronics,East,1,65000.0,0.15,55250.0
O10351,2025-11-11 00:00:00,C1082,Monitor,Electronics,South,2,18000.0,0.05,34200.0
O10352,2025-04-21 00:00:00,C1042,Monitor,Electronics,West,5,18000.0,0.2,72000.0
O10353,2025-07-06 00:00:00,C1115,Mouse,Accessories,South,4,1200.0,0.15,4080.0
O10354,2025-09-26 00:00:00,C1162,Keyboard,Accessories,West,2,2500.0,0.2,4000.0
O10355,2025-08-17 00:00:00,,Mouse,Accessories,North,2,1200.0,0.1,2160.0
O10356,2025-06-05 00:00:00,C1057,Keyboard,Accessories,North,4,2500.0,0.1,9000.0
O10357,2025-07-08 00:00:00,C1032,Mouse,Accessories,North,3,1200.0,0.15,3060.0
O10358,2025-09-29 00:00:00,C1013,Tablet,Electronics,North,1,22000.0,0.2,17600.0
O10359,2025-01-02 00:00:00,C1161,Monitor,Electronics,East,3,18000.0,0.2,43200.0
O10360,2025-09-03 00:00:00,C1188,Laptop,Electronics,East,5,65000.0,0.2,260000.0
O10361,2025-07-29 00:00:00,C1131,Keyboard,Accessories,South,4,2500.0,0.05,9500.0
O10362,2025-10-13 00:00:00,C1058,Keyboard,Accessories,West,3,2500.0,0.1,6750.0
O10363,2025-12-25 00:00:00,C1156,Laptop,Electronics,North,2,65000.0,0.2,104000.0
O10364,2025-01-13 00:00:00,C1082,Mouse,Accessories,North,5,1200.0,0.2,4800.0
O10365,2025-04-06 00:00:00,C1133,Keyboard,Accessories,West,5,2500.0,0.05,11875.0
O10366,2025-08-09 00:00:00,C1120,Tablet,Electronics,West,3,22000.0,0.05,62700.0
O10367,2025-08-26 00:00:00,C1176,Monitor,Electronics,South,3,18000.0,0.2,43200.0
O10368,2025-04-04 00:00:00,C1167,Laptop,Electronics,West,4,65000.0,0.0,260000.0
O10369,2025-12-04 00:00:00,C1082,Monitor,Electronics,North,1,18000.0,0.2,14400.0
O10370,2025-09-26 00:00:00,C1192,Keyboard,Accessories,North,3,2500.0,0.2,6000.0
O10371,2025-06-20 00:00:00,C1196,Keyboard,Accessories,North,3,2500.0,0.05,7125.0
O10372,2025-04-04 00:00:00,C1026,Laptop,Electronics,North,2,65000.0,0.05,123500.0
O10373,2025-05-29 00:00:00,C1079,Tablet,Electronics,North,5,22000.0,0.2,88000.0
O10374,2025-04-22 00:00:00,C1133,Phone,Electronics,South,1,30000.0,0.2,24000.0
O10375,2025-02-24 00:00:00,C1012,Laptop,Electronics,North,2,65000.0,0.2,104000.0
O10376,2025-12-03 00:00:00,C1063,Phone,Electronics,South,4,30000.0,0.05,114000.0
O10377,2025-04-26 00:00:00,C1189,Mouse,Accessories,North,4,1200.0,0.2,3840.0
O10378,2025-05-23 00:00:00,C1146,Phone,Electronics,East,3,30000.0,0.2,72000.0
O10379,2025-07-20 00:00:00,C1079,Tablet,Electronics,East,3,22000.0,0.15,56100.0
O10380,2025-06-29 00:00:00,C1122,Mouse,Accessories,East,4,1200.0,0.0,4800.0
O10381,2025-07-21 00:00:00,C1042,Phone,Electronics,East,3,30000.0,0.1,81000.0
O10382,2025-12-30 00:00:00,C1088,Mouse,Accessories,South,1,1200.0,0.0,1200.0
O10383,2025-02-22 00:00:00,C1147,Phone,Electronics,South,3,30000.0,0.15,76500.0
O10384,2025-06-29 00:00:00,C1094,Tablet,Electronics,West,5,22000.0,0.1,99000.0
O10385,2025-11-09 00:00:00,C1195,Phone,Electronics,North,3,30000.0,0.2,72000.0
O10386,2025-11-04 00:00:00,C1171,Phone,Electronics,East,2,30000.0,0.15,51000.0
O10387,2025-05-17 00:00:00,C1150,Phone,Electronics,South,1,30000.0,0.2,24000.0
O10388,2025-07-01 00:00:00,C1001,Laptop,Electronics,North,2,65000.0,0.05,123500.0
O10389,2025-01-01 00:00:00,C1119,Laptop,Electronics,North,2,65000.0,0.15,110500.0
O10390,2025-02-13 00:00:00,C1021,Laptop,Electronics,South,5,65000.0,0.05,308750.0
O10391,2025-08-15 00:00:00,C1114,Tablet,Electronics,East,1,22000.0,0.15,18700.0
O10392,2025-11-27 00:00:00,C1056,Mouse,Accessories,West,1,1200.0,0.15,1020.0
O10393,2025-04-08 00:00:00,C1071,Keyboard,Accessories,North,1,2500.0,0.05,2375.0
O10394,2025-07-27 00:00:00,C1006,Phone,Electronics,West,1,30000.0,0.1,27000.0
O10395,2025-09-22 00:00:00,C1183,Phone,Electronics,East,1,30000.0,0.0,30000.0
O10396,2025-10-15 00:00:00,C1118,Tablet,Electronics,East,5,22000.0,0.2,88000.0
O10397,2025-09-28 00:00:00,C1194,Phone,Electronics,West,3,30000.0,0.15,76500.0
O10398,2025-05-20 00:00:00,C1113,Laptop,Electronics,East,2,65000.0,0.2,104000.0
O10399,2025-08-25 00:00:00,C1015,Keyboard,Accessories,North,1,2500.0,0.05,2375.0
O10400,2025-03-13 00:00:00,C1082,Monitor,Electronics,West,3,18000.0,0.2,43200.0
O10401,2025-06-04 00:00:00,C1178,Phone,Electronics,East,3,30000.0,0.05,85500.0
O10402,2025-07-09 00:00:00,C1071,Laptop,Electronics,West,2,65000.0,0.2,104000.0
O10403,2025-09-25 00:00:00,C1123,Monitor,Electronics,North,5,18000.0,0.0,90000.0
O10404,2025-11-17 00:00:00,C1112,Keyboard,Accessories,East,4,2500.0,0.0,10000.0
O10405,2025-04-17 00:00:00,C1011,Monitor,Electronics,North,4,18000.0,0.0,72000.0
O10406,2025-08-20 00:00:00,C1125,Laptop,Electronics,East,3,65000.0,0.0,195000.0
O10407,2025-02-11 00:00:00,C1052,Mouse,Accessories,South,2,1200.0,0.0,2400.0
O10408,2025-07-09 00:00:00,C1074,Mouse,Accessories,East,4,1200.0,0.0,4800.0
O10409,2025-05-19 00:00:00,C1132,Monitor,Electronics,West,3,18000.0,0.05,51300.0
O10410,2025-04-13 00:00:00,C1026,Tablet,Electronics,East,5,22000.0,0.15,93500.0
O10411,2025-06-20 00:00:00,C1139,Monitor,Electronics,North,4,18000.0,0.2,57600.0
O10412,2025-12-17 00:00:00,C1144,Phone,Electronics,North,3,30000.0,0.0,90000.0
O10413,2025-09-30 00:00:00,C1133,Phone,Electronics,East,3,30000.0,0.05,85500.0
O10414,2025-08-09 00:00:00,C1096,Mouse,Accessories,West,1,1200.0,0.05,1140.0
O10415,2025-08-01 00:00:00,C1004,Tablet,Electronics,South,5,22000.0,0.05,104500.0
O10416,2025-12-07 00:00:00,C1056,Laptop,Electronics,West,1,65000.0,0.15,55250.0
O10417,2025-02-25 00:00:00,C1155,Phone,Electronics,South,2,30000.0,0.2,48000.0
O10418,2025-12-08 00:00:00,C1077,Mouse,Accessories,North,1,1200.0,0.15,1020.0
O10419,2025-04-12 00:00:00,C1068,Keyboard,Accessories,West,1,2500.0,0.1,2250.0
O10420,2025-07-11 00:00:00,C1117,Mouse,Accessories,South,4,1200.0,0.05,4560.0
O10421,2025-11-06 00:00:00,C1119,Phone,Electronics,East,3,30000.0,0.1,81000.0
O10422,2025-07-19 00:00:00,C1058,Phone,Electronics,North,5,30000.0,0.0,150000.0
O10423,2025-08-21 00:00:00,C1032,Mouse,Accessories,East,1,1200.0,0.0,1200.0
O10424,2025-08-15 00:00:00,C1061,Laptop,Electronics,North,5,65000.0,0.15,276250.0
O10425,2025-05-19 00:00:00,C1049,Monitor,Electronics,West,1,18000.0,0.2,14400.0
O10426,2025-12-10 00:00:00,C1111,Phone,Electronics,West,2,30000.0,0.1,54000.0
O10427,2025-11-01 00:00:00,C1018,Mouse,Accessories,North,1,1200.0,0.2,960.0
O10428,2025-05-29 00:00:00,C1196,Mouse,Accessories,North,4,1200.0,0.15,4080.0
O10429,2025-04-25 00:00:00,C1122,Tablet,Electronics,North,3,22000.0,0.0,66000.0
O10430,2025-03-04 00:00:00,C1193,Monitor,Electronics,West,2,18000.0,0.2,28800.0
O10431,2025-04-14 00:00:00,C1046,Keyboard,Accessories,South,1,2500.0,0.2,2000.0
O10432,2025-12-05 00:00:00,C1166,Laptop,Electronics,East,5,65000.0,0.0,325000.0
O10433,2025-12-25 00:00:00,C1195,Keyboard,Accessories,East,2,2500.0,0.1,4500.0
O10434,2025-06-05 00:00:00,C1032,Monitor,Electronics,West,2,18000.0,0.0,36000.0
O10435,2025-09-30 00:00:00,C1140,Monitor,Electronics,East,1,18000.0,0.2,14400.0
O10436,2025-01-06 00:00:00,C1083,Monitor,Electronics,North,2,18000.0,0.1,32400.0
O10437,2025-05-27 00:00:00,C1181,Keyboard,Accessories,South,5,2500.0,0.1,11250.0
O10438,2025-07-03 00:00:00,C1134,Monitor,Electronics,East,2,18000.0,0.0,36000.0
O10439,2025-01-28 00:00:00,C1078,Mouse,Accessories,South,5,1200.0,0.2,4800.0
O10440,2025-02-07 00:00:00,C1013,Keyboard,Accessories,North,1,2500.0,0.15,2125.0
O10441,2025-04-29 00:00:00,C1146,Monitor,Electronics,East,3,18000.0,0.2,43200.0
O10442,2025-10-20 00:00:00,C1127,Mouse,Accessories,West,2,1200.0,0.05,2280.0
O10443,2025-09-01 00:00:00,C1053,Tablet,Electronics,South,3,22000.0,0.15,56100.0
O10444,2025-03-09 00:00:00,C1147,Monitor,Electronics,North,5,18000.0,0.1,81000.0
O10445,2025-08-02 00:00:00,C1028,Keyboard,Accessories,South,2,2500.0,0.15,4250.0
O10446,2025-08-06 00:00:00,C1023,Phone,Electronics,East,4,30000.0,0.1,108000.0
O10447,2025-06-26 00:00:00,C1081,Monitor,Electronics,East,3,18000.0,0.1,48600.0
O10448,2025-10-26 00:00:00,C1062,Phone,Electronics,West,2,30000.0,0.15,51000.0
O10449,2025-06-13 00:00:00,C1104,Mouse,Accessories,North,3,1200.0,0.1,3240.0
O10450,2025-02-27 00:00:00,C1056,Tablet,Electronics,North,-2,22000.0,0.1,-39600.0
O10451,2025-09-26 00:00:00,C1135,Laptop,Electronics,West,1,65000.0,0.05,61750.0
O10452,2025-11-04 00:00:00,C1061,Tablet,Electronics,West,3,22000.0,0.2,52800.0
O10453,2025-02-27 00:00:00,C1156,Monitor,Electronics,North,4,18000.0,0.2,57600.0
O10454,2025-10-15 00:00:00,C1016,Phone,Electronics,South,4,30000.0,0.05,114000.0
O10455,2025-04-15 00:00:00,C1065,Phone,Electronics,South,5,30000.0,0.15,127500.0
O10456,2025-08-16 00:00:00,C1005,Keyboard,Accessories,West,2,2500.0,0.0,5000.0
O10457,2025-09-04 00:00:00,C1057,Phone,Electronics,South,3,30000.0,0.0,90000.0
O10458,2025-07-07 00:00:00,C1068,Keyboard,Accessories,North,5,2500.0,0.0,12500.0
O10459,2025-03-24 00:00:00,C1155,Mouse,Accessories,East,3,1200.0,0.05,3420.0
O10460,2025-07-05 00:00:00,C1061,Laptop,Electronics,East,2,65000.0,0.05,123500.0
O10461,2025-09-09 00:00:00,C1168,Monitor,Electronics,South,4,18000.0,0.1,64800.0
O10462,2025-12-21 00:00:00,C1196,Keyboard,Accessories,West,1,2500.0,0.0,2500.0
O10463,2025-08-26 00:00:00,C1081,Laptop,Electronics,West,4,65000.0,0.15,221000.0
O10464,2025-12-26 00:00:00,C1168,Phone,Electronics,West,5,30000.0,0.15,127500.0
O10465,2025-07-03 00:00:00,C1176,Phone,Electronics,West,1,30000.0,0.0,30000.0
O10466,2025-10-11 00:00:00,C1176,Laptop,Electronics,West,5,65000.0,0.0,325000.0
O10467,2025-07-29 00:00:00,C1070,Phone,Electronics,South,2,30000.0,0.0,60000.0
O10468,2025-10-31 00:00:00,C1130,Mouse,Accessories,East,1,1200.0,0.05,1140.0
O10469,2025-10-23 00:00:00,C1009,Mouse,Accessories,East,5,1200.0,0.05,5700.0
O10470,2025-04-07 00:00:00,C1097,Laptop,Electronics,South,2,65000.0,0.05,123500.0
O10471,2025-07-27 00:00:00,C1088,Keyboard,Accessories,West,4,2500.0,0.2,8000.0
O10472,2025-05-17 00:00:00,C1034,Keyboard,Accessories,South,2,2500.0,0.15,4250.0
O10473,2025-07-03 00:00:00,C1001,Laptop,Electronics,East,3,65000.0,0.15,165750.0
O10474,2025-03-17 00:00:00,C1123,Keyboard,Accessories,North,2,2500.0,0.1,4500.0
O10475,2025-10-14 00:00:00,C1023,Keyboard,Accessories,South,2,2500.0,0.05,4750.0
O10476,2025-05-22 00:00:00,C1073,Mouse,Accessories,West,3,1200.0,0.2,2880.0
O10477,2025-08-25 00:00:00,C1165,Keyboard,Accessories,East,5,2500.0,0.2,10000.0
O10478,2025-01-25 00:00:00,C1021,Tablet,Electronics,East,5,22000.0,0.15,93500.0
O10479,2025-10-17 00:00:00,C1153,Monitor,Electronics,East,2,18000.0,0.05,34200.0
O10480,2025-03-08 00:00:00,C1170,Phone,Electronics,East,3,30000.0,0.1,81000.0
O10481,2025-09-07 00:00:00,C1182,Tablet,Electronics,West,3,22000.0,0.05,62700.0
O10482,2025-04-28 00:00:00,C1038,Keyboard,Accessories,North,4,2500.0,0.0,10000.0
O10483,2025-03-14 00:00:00,C1156,Mouse,Accessories,East,5,1200.0,0.05,5700.0
O10484,2025-10-09 00:00:00,C1019,Laptop,Electronics,South,1,65000.0,0.0,65000.0
O10485,2025-12-26 00:00:00,C1040,Keyboard,Accessories,North,5,2500.0,0.0,12500.0
O10486,2025-01-10 00:00:00,C1181,Mouse,Accessories,East,5,1200.0,0.1,5400.0
O10487,2025-07-30 00:00:00,C1147,Monitor,Electronics,North,4,18000.0,0.15,61200.0
O10488,2025-11-19 00:00:00,C1107,Keyboard,Accessories,South,1,2500.0,0.05,2375.0
O10489,2025-06-01 00:00:00,C1146,Laptop,Electronics,East,4,65000.0,0.0,260000.0
O10490,2025-01-05 00:00:00,C1083,Mouse,Accessories,South,1,1200.0,0.05,1140.0
O10491,2025-07-14 00:00:00,C1110,Mouse,Accessories,West,2,1200.0,0.15,2040.0
O10492,2025-10-10 00:00:00,C1065,Mouse,Accessories,East,1,1200.0,0.15,1020.0
O10493,2025-04-23 00:00:00,C1157,Monitor,Electronics,East,4,18000.0,0.2,57600.0
O10494,2025-09-28 00:00:00,C1052,Keyboard,Accessories,East,5,2500.0,0.15,10625.0
O10495,2025-06-12 00:00:00,C1033,Monitor,Electronics,East,1,18000.0,0.1,16200.0
O10496,2025-04-15 00:00:00,C1149,Phone,Electronics,West,1,30000.0,0.0,30000.0
O10497,2025-06-30 00:00:00,C1066,Phone,Electronics,East,3,30000.0,0.2,72000.0
O10498,2025-02-13 00:00:00,C1133,Keyboard,Accessories,North,5,2500.0,0.1,11250.0
O10499,2025-10-09 00:00:00,C1026,Monitor,Electronics,East,2,18000.0,0.05,34200.0
O10500,2025-06-24 00:00:00,C1009,Laptop,Electronics,West,4,65000.0,0.0,260000.0
O10501,2025-06-11 00:00:00,C1072,Mouse,Accessories,East,2,,0.15,2040.0
O10502,2025-12-17 00:00:00,C1095,Mouse,Accessories,North,5,1200.0,0.0,6000.0
O10503,2025-12-06 00:00:00,C1047,Keyboard,Accessories,West,1,2500.0,0.05,2375.0
O10504,2025-05-20 00:00:00,C1069,Phone,Electronics,West,1,30000.0,0.2,24000.0
O10505,2025-05-12 00:00:00,C1186,Phone,Electronics,North,5,30000.0,0.2,120000.0
O10506,2025-03-28 00:00:00,C1099,Mouse,Accessories,North,1,1200.0,0.2,960.0
O10507,2025-06-25 00:00:00,C1058,Keyboard,Accessories,North,1,2500.0,0.15,2125.0
O10508,2025-07-02 00:00:00,C1001,Monitor,Electronics,North,1,18000.0,0.1,16200.0
O10509,2025-05-09 00:00:00,C1156,Phone,Electronics,North,4,30000.0,0.1,108000.0
O10510,2025-09-03 00:00:00,C1195,Monitor,Electronics,West,4,18000.0,0.0,72000.0
O10511,2025-03-30 00:00:00,C1064,Phone,Electronics,West,3,30000.0,0.15,76500.0
O10512,2025-03-07 00:00:00,C1082,Phone,Electronics,East,2,30000.0,0.2,48000.0
O10513,2025-06-07 00:00:00,C1153,Tablet,Electronics,East,5,22000.0,0.2,88000.0
O10514,2025-05-29 00:00:00,C1009,Phone,Electronics,South,5,30000.0,0.05,142500.0
O10515,2025-12-06 00:00:00,C1052,Laptop,Electronics,East,5,65000.0,0.05,308750.0
O10516,2025-04-26 00:00:00,C1078,Keyboard,Accessories,East,3,2500.0,0.2,6000.0
O10517,2025-08-02 00:00:00,C1058,Keyboard,Accessories,North,4,2500.0,0.2,8000.0
O10518,2025-10-21 00:00:00,C1149,Monitor,Electronics,North,3,18000.0,0.15,45900.0
O10519,2025-09-10 00:00:00,C1178,Phone,Electronics,East,5,30000.0,0.1,135000.0
O10520,2025-05-23 00:00:00,C1047,Laptop,Electronics,South,2,65000.0,0.05,123500.0
O10521,2025-09-07 00:00:00,C1148,Monitor,Electronics,North,1,18000.0,0.1,16200.0
O10522,2025-10-29 00:00:00,C1122,Tablet,Electronics,East,4,22000.0,0.15,74800.0
O10523,2025-01-25 00:00:00,C1021,Monitor,Electronics,East,4,18000.0,0.2,57600.0
O10524,2025-10-04 00:00:00,C1099,Monitor,Electronics,West,3,18000.0,0.1,48600.0
O10525,2025-03-11 00:00:00,C1097,Phone,Electronics,South,4,30000.0,0.2,96000.0
O10526,2025-04-23 00:00:00,C1157,Tablet,Electronics,West,5,22000.0,0.2,88000.0
O10527,2025-12-29 00:00:00,C1024,Monitor,Electronics,South,5,18000.0,0.0,90000.0
O10528,2025-04-22 00:00:00,C1027,Laptop,Electronics,North,3,65000.0,0.1,175500.0
O10529,2025-12-30 00:00:00,C1192,Laptop,Electronics,South,5,65000.0,0.1,292500.0
O10530,2025-10-30 00:00:00,C1112,Keyboard,Accessories,East,2,2500.0,0.2,4000.0
O10531,2025-04-01 00:00:00,C1044,Tablet,Electronics,East,3,22000.0,0.15,56100.0
O10532,2025-01-18 00:00:00,C1067,Tablet,Electronics,South,2,22000.0,0.0,44000.0
O10533,2025-05-29 00:00:00,C1006,Keyboard,Accessories,South,1,2500.0,0.2,2000.0
O10534,2025-08-15 00:00:00,C1048,Monitor,Electronics,South,2,18000.0,0.05,34200.0
O10535,2025-08-02 00:00:00,C1136,Tablet,Electronics,West,1,22000.0,0.05,20900.0
O10536,2025-12-26 00:00:00,C1163,Laptop,Electronics,South,1,65000.0,0.0,65000.0
O10537,2025-05-31 00:00:00,C1082,Laptop,Electronics,North,2,65000.0,0.15,110500.0
O10538,2025-07-11 00:00:00,C1128,Phone,Electronics,West,3,30000.0,0.2,72000.0
O10539,2025-02-09 00:00:00,C1137,Tablet,Electronics,West,5,22000.0,0.1,99000.0
O10540,2025-08-30 00:00:00,C1163,Monitor,Electronics,South,5,18000.0,0.0,90000.0
O10541,2025-05-18 00:00:00,C1072,Keyboard,Accessories,North,1,2500.0,0.15,2125.0
O10542,2025-12-11 00:00:00,C1045,Keyboard,Accessories,West,1,2500.0,0.1,2250.0
O10543,2025-06-29 00:00:00,C1105,Monitor,Electronics,East,3,18000.0,0.05,51300.0
O10544,2025-07-19 00:00:00,C1159,Mouse,Accessories,West,4,1200.0,0.05,4560.0
O10545,2025-07-22 00:00:00,C1031,Phone,Electronics,South,2,30000.0,0.1,54000.0
O10546,2025-03-02 00:00:00,C1005,Keyboard,Accessories,North,1,2500.0,0.0,2500.0
O10547,2025-07-11 00:00:00,C1175,Tablet,Electronics,South,5,22000.0,0.05,104500.0
O10548,2025-01-05 00:00:00,C1165,Phone,Electronics,East,3,30000.0,0.2,72000.0
O10549,2025-08-25 00:00:00,C1144,Tablet,Electronics,East,2,22000.0,0.1,39600.0
O10550,2025-06-30 00:00:00,C1073,Laptop,Electronics,East,3,65000.0,0.1,175500.0
O10551,2025-11-07 00:00:00,C1113,Phone,Electronics,South,2,30000.0,0.05,57000.0
O10552,2025-02-06 00:00:00,C1026,Keyboard,Accessories,West,2,2500.0,0.0,5000.0
O10553,2025-02-25 00:00:00,C1053,Phone,Electronics,South,1,30000.0,0.2,24000.0
O10554,2025-08-25 00:00:00,C1177,Phone,Electronics,North,3,30000.0,0.0,90000.0
O10555,2025-12-24 00:00:00,C1162,Phone,Electronics,West,3,30000.0,0.15,76500.0
O10556,2025-12-15 00:00:00,C1084,Mouse,Accessories,East,5,1200.0,0.15,5100.0
O10557,2025-07-16 00:00:00,C1126,Phone,Electronics,South,5,30000.0,0.05,142500.0
O10558,2025-03-14 00:00:00,C1152,Tablet,Electronics,East,1,22000.0,0.05,20900.0
O10559,2025-02-28 00:00:00,C1155,Laptop,Electronics,East,1,65000.0,0.05,61750.0
O10560,2025-08-28 00:00:00,C1110,Monitor,Electronics,west,4,18000.0,0.15,61200.0
O10561,2025-01-02 00:00:00,C1014,Phone,Electronics,West,5,30000.0,0.0,150000.0
O10562,2025-12-26 00:00:00,C1131,Keyboard,Accessories,North,2,2500.0,0.0,5000.0
O10563,2025-07-07 00:00:00,C1092,Phone,Electronics,North,3,30000.0,0.05,85500.0
O10564,2025-11-03 00:00:00,C1122,Keyboard,Accessories,North,1,2500.0,0.2,2000.0
O10565,2025-01-30 00:00:00,C1072,Tablet,Electronics,East,3,22000.0,0.0,66000.0
O10566,2025-09-24 00:00:00,C1154,Keyboard,Accessories,North,3,2500.0,0.15,6375.0
O10567,2025-04-18 00:00:00,C1153,Monitor,Electronics,North,4,18000.0,0.1,64800.0
O10568,2025-11-28 00:00:00,C1146,Laptop,Electronics,West,5,65000.0,0.1,292500.0
